date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:04:53	4258/4258	---M--	200	added ('OK')	text/css	date:Thu,%2014%20May%202026%2018:33:55%20GMT	https://inspirastem.com/wp-content/plugins/elementor/assets/css/widget-divider.min.css?ver=4.0.5	/home/erick/software/inspirastem_ws/inspirastem.com/wp-content/plugins/elementor/assets/css/widget-divider.min631d.css	(from https://inspirastem.com/)
13:04:54	214/214	---M--	200	added ('OK')	text/css	date:Thu,%2014%20May%202026%2018:33:55%20GMT	https://inspirastem.com/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=4.0.5	/home/erick/software/inspirastem_ws/inspirastem.com/wp-content/plugins/elementor/assets/css/widget-image.min631d.css	(from https://inspirastem.com/)
13:04:55	1793/1793	---M--	200	added ('OK')	text/css	date:Thu,%2014%20May%202026%2018:33:55%20GMT	https://inspirastem.com/wp-content/plugins/elementor/assets/css/widget-spacer.min.css?ver=4.0.5	/home/erick/software/inspirastem_ws/inspirastem.com/wp-content/plugins/elementor/assets/css/widget-spacer.min631d.css	(from https://inspirastem.com/)
13:04:56	560/560	---M--	200	added ('OK')	text/css	date:Thu,%2014%20May%202026%2018:33:55%20GMT	https://inspirastem.com/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=4.0.5	/home/erick/software/inspirastem_ws/inspirastem.com/wp-content/plugins/elementor/assets/css/widget-heading.min631d.css	(from https://inspirastem.com/)
13:04:57	367/367	---M--	200	added ('OK')	text/css	date:Thu,%2014%20May%202026%2018:33:55%20GMT	https://inspirastem.com/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.min.css?ver=4.0.5	/home/erick/software/inspirastem_ws/inspirastem.com/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.min631d.css	(from https://inspirastem.com/)
13:04:58	69/69	---M--	200	added ('OK')	text/css	date:Thu,%2014%20May%202026%2018:33:55%20GMT	https://inspirastem.com/wp-content/plugins/elementor/assets/css/widget-menu-anchor.min.css?ver=4.0.5	/home/erick/software/inspirastem_ws/inspirastem.com/wp-content/plugins/elementor/assets/css/widget-menu-anchor.min631d.css	(from https://inspirastem.com/)
13:04:59	1243/1243	---M--	200	added ('OK')	text/css	date:Thu,%2014%20May%202026%2018:33:55%20GMT	https://inspirastem.com/wp-content/plugins/elementor/assets/css/widget-video.min.css?ver=4.0.5	/home/erick/software/inspirastem_ws/inspirastem.com/wp-content/plugins/elementor/assets/css/widget-video.min631d.css	(from https://inspirastem.com/)
13:05:00	5206/5206	---M--	200	added ('OK')	text/css	date:Thu,%2014%20May%202026%2018:33:55%20GMT	https://inspirastem.com/wp-content/plugins/elementor/assets/css/widget-nested-accordion.min.css?ver=4.0.5	/home/erick/software/inspirastem_ws/inspirastem.com/wp-content/plugins/elementor/assets/css/widget-nested-accordion.min631d.css	(from https://inspirastem.com/)
13:05:01	53118/53118	---M--	200	added ('OK')	text/css	date:Fri,%2024%20Jul%202026%2020:06:54%20GMT	https://inspirastem.com/wp-content/uploads/elementor/css/post-592.css?ver=1784923614	/home/erick/software/inspirastem_ws/inspirastem.com/wp-content/uploads/elementor/css/post-5924c7b.css	(from https://inspirastem.com/)
13:05:03	87553/87553	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Nov%202024%2018:54:38%20GMT	https://inspirastem.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	/home/erick/software/inspirastem_ws/inspirastem.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://inspirastem.com/)
13:05:03	13577/13577	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Nov%202024%2018:54:38%20GMT	https://inspirastem.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	/home/erick/software/inspirastem_ws/inspirastem.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://inspirastem.com/)
13:05:05	98365/98365	---MCZ	200	added ('OK')	application/json	date:Mon,%2027%20Jul%202026%2017:05:04%20GMT	https://inspirastem.com/wp-json/wp/v2/pages/592	/home/erick/software/inspirastem_ws/inspirastem.com/wp-json/wp/v2/pages/592.json	(from https://inspirastem.com/)
13:05:05	295316/295316	---MCZ	200	added ('OK')	application/json	date:Mon,%2027%20Jul%202026%2017:05:05%20GMT	https://inspirastem.com/wp-json/	/home/erick/software/inspirastem_ws/inspirastem.com/wp-json/index.html	(from https://inspirastem.com/)
13:05:05	804/804	---M-Z	200	added ('OK')	text/xml	date:Mon,%2027%20Jul%202026%2017:05:05%20GMT	https://inspirastem.com/xmlrpc.php?rsd	/home/erick/software/inspirastem_ws/inspirastem.com/xmlrpc0db0.php	(from https://inspirastem.com/)
13:05:06	24878/24878	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Aug%202024%2017:09:12%20GMT	https://inspirastem.com/wp-content/uploads/2024/08/Logo-3.png	/home/erick/software/inspirastem_ws/inspirastem.com/wp-content/uploads/2024/08/Logo-3.png	(from https://inspirastem.com/)
13:05:08	235479/235479	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Oct%202025%2022:26:12%20GMT	https://inspirastem.com/wp-content/uploads/2025/10/fotowebsite-1024x683.jpg	/home/erick/software/inspirastem_ws/inspirastem.com/wp-content/uploads/2025/10/fotowebsite-1024x683.jpg	(from https://inspirastem.com/)
13:05:08	67302/67302	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Jul%202026%2017:05:08%20GMT	https://inspirastem.com/bioquimica/	/home/erick/software/inspirastem_ws/inspirastem.com/bioquimica/index.html	(from https://inspirastem.com/)
13:05:08	79780/79780	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Jul%202026%2017:05:08%20GMT	https://inspirastem.com/equipo-2/	/home/erick/software/inspirastem_ws/inspirastem.com/equipo-2/index.html	(from https://inspirastem.com/)
13:05:08	66408/66408	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Jul%202026%2017:05:08%20GMT	https://inspirastem.com/astrofisica/	/home/erick/software/inspirastem_ws/inspirastem.com/astrofisica/index.html	(from https://inspirastem.com/)
13:05:09	4412/4412	---M--	200	added ('OK')	image/png	date:Fri,%2005%20Dec%202025%2023:12:57%20GMT	https://inspirastem.com/wp-content/uploads/elementor/thumbs/icono-aeronautica-01-1-rfj5ui6t9uyefdt1hgkng838mdry2ymrfrxa06y220.png	/home/erick/software/inspirastem_ws/inspirastem.com/wp-content/uploads/elementor/thumbs/icono-aeronautica-01-1-rfj5ui6t9uyefdt1hgkng838mdry2ymrfrxa06y220.png	(from https://inspirastem.com/)
13:05:10	66988/66988	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Jul%202026%2017:05:10%20GMT	https://inspirastem.com/redes-electricas/	/home/erick/software/inspirastem_ws/inspirastem.com/redes-electricas/index.html	(from https://inspirastem.com/)
13:05:10	66653/66653	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Jul%202026%2017:05:10%20GMT	https://inspirastem.com/ciencias-marinas/	/home/erick/software/inspirastem_ws/inspirastem.com/ciencias-marinas/index.html	(from https://inspirastem.com/)
13:05:10	66730/66730	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Jul%202026%2017:05:10%20GMT	https://inspirastem.com/aeronautica/	/home/erick/software/inspirastem_ws/inspirastem.com/aeronautica/index.html	(from https://inspirastem.com/)
13:05:10	66832/66832	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Jul%202026%2017:05:10%20GMT	https://inspirastem.com/biologia-molecular/	/home/erick/software/inspirastem_ws/inspirastem.com/biologia-molecular/index.html	(from https://inspirastem.com/)
13:05:11	4988/4988	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Dec%202025%2020:25:28%20GMT	https://inspirastem.com/wp-content/uploads/elementor/thumbs/icono-astrofisica-01-rfj5w0pga9114rlun450gubz2qb8hen6z9rfu8p814.png	/home/erick/software/inspirastem_ws/inspirastem.com/wp-content/uploads/elementor/thumbs/icono-astrofisica-01-rfj5w0pga9114rlun450gubz2qb8hen6z9rfu8p814.png	(from https://inspirastem.com/)
13:05:12	66746/66746	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Jul%202026%2017:05:12%20GMT	https://inspirastem.com/andrea-herrera/	/home/erick/software/inspirastem_ws/inspirastem.com/andrea-herrera/index.html	(from https://inspirastem.com/)
13:05:12	67017/67017	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Jul%202026%2017:05:12%20GMT	https://inspirastem.com/saul-j-flores/	/home/erick/software/inspirastem_ws/inspirastem.com/saul-j-flores/index.html	(from https://inspirastem.com/)
13:05:12	67756/67756	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Jul%202026%2017:05:12%20GMT	https://inspirastem.com/rafael-salazar/	/home/erick/software/inspirastem_ws/inspirastem.com/rafael-salazar/index.html	(from https://inspirastem.com/)
13:05:12	67796/67796	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Jul%202026%2017:05:12%20GMT	https://inspirastem.com/patricia-ortiz/	/home/erick/software/inspirastem_ws/inspirastem.com/patricia-ortiz/index.html	(from https://inspirastem.com/)
13:05:13	2925/2925	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Dec%202025%2020:30:41%20GMT	https://inspirastem.com/wp-content/uploads/elementor/thumbs/icono-redes-electricas-01-rfj65jsjks2oufrhzqfu8xr7wdc7ixh7yfvo08kiy0.png	/home/erick/software/inspirastem_ws/inspirastem.com/wp-content/uploads/elementor/thumbs/icono-redes-electricas-01-rfj65jsjks2oufrhzqfu8xr7wdc7ixh7yfvo08kiy0.png	(from https://inspirastem.com/)
13:05:14	67742/67742	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Jul%202026%2017:05:14%20GMT	https://inspirastem.com/francisco-elaya/	/home/erick/software/inspirastem_ws/inspirastem.com/francisco-elaya/index.html	(from https://inspirastem.com/)
13:05:14	67116/67116	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Jul%202026%2017:05:14%20GMT	https://inspirastem.com/patricia-ortiz-2/	/home/erick/software/inspirastem_ws/inspirastem.com/patricia-ortiz-2/index.html	(from https://inspirastem.com/)
13:05:14	65978/65978	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Jul%202026%2017:05:14%20GMT	https://inspirastem.com/michael-sanchez/	/home/erick/software/inspirastem_ws/inspirastem.com/michael-sanchez/index.html	(from https://inspirastem.com/)
13:05:14	78032/78032	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Jul%202026%2017:05:14%20GMT	https://inspirastem.com/pasantias/	/home/erick/software/inspirastem_ws/inspirastem.com/pasantias/index.html	(from https://inspirastem.com/)
13:05:15	4642/4642	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Aug%202024%2016:52:59%20GMT	https://inspirastem.com/wp-content/uploads/elementor/thumbs/icono3-qrzduv73k4llyndthcnxjsqsj90wjktruh287fi86g.png	/home/erick/software/inspirastem_ws/inspirastem.com/wp-content/uploads/elementor/thumbs/icono3-qrzduv73k4llyndthcnxjsqsj90wjktruh287fi86g.png	(from https://inspirastem.com/)
13:05:16	89953/89953	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Jul%202026%2017:05:16%20GMT	https://inspirastem.com/galeria-2025-2/	/home/erick/software/inspirastem_ws/inspirastem.com/galeria-2025-2/index.html	(from https://inspirastem.com/)
13:05:16	72789/72789	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Jul%202026%2017:05:16%20GMT	https://inspirastem.com/agenda/	/home/erick/software/inspirastem_ws/inspirastem.com/agenda/index.html	(from https://inspirastem.com/)
13:05:16	68978/68978	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Jul%202026%2017:05:16%20GMT	https://inspirastem.com/biologia-2025/	/home/erick/software/inspirastem_ws/inspirastem.com/biologia-2025/index.html	(from https://inspirastem.com/)
13:05:16	69015/69015	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Jul%202026%2017:05:16%20GMT	https://inspirastem.com/track-ciencia-computacional-y-analisis-de-datos/	/home/erick/software/inspirastem_ws/inspirastem.com/track-ciencia-computacional-y-analisis-de-datos/index.html	(from https://inspirastem.com/)
13:05:17	3473/3473	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Dec%202025%2020:30:49%20GMT	https://inspirastem.com/wp-content/uploads/elementor/thumbs/icono-bioquimica-01-rfj61akums8y9zy1ue7ngif32kbdo9kz1djis4vp48.png	/home/erick/software/inspirastem_ws/inspirastem.com/wp-content/uploads/elementor/thumbs/icono-bioquimica-01-rfj61akums8y9zy1ue7ngif32kbdo9kz1djis4vp48.png	(from https://inspirastem.com/)
13:05:19	4841/4841	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Dec%202025%2020:25:54%20GMT	https://inspirastem.com/wp-content/uploads/elementor/thumbs/icono-biologia-marina-01-rfj5xui5knj3pgy9ywkwbdq8npaxg7wekbffflznxk.png	/home/erick/software/inspirastem_ws/inspirastem.com/wp-content/uploads/elementor/thumbs/icono-biologia-marina-01-rfj5xui5knj3pgy9ywkwbdq8npaxg7wekbffflznxk.png	(from https://inspirastem.com/)
13:05:20	66833/66833	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Jul%202026%2017:05:19%20GMT	https://inspirastem.com/erick-urquilla/	/home/erick/software/inspirastem_ws/inspirastem.com/erick-urquilla/index.html	(from https://inspirastem.com/)
13:05:20	67448/67448	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Jul%202026%2017:05:19%20GMT	https://inspirastem.com/wilber-alexander-alvarado/	/home/erick/software/inspirastem_ws/inspirastem.com/wilber-alexander-alvarado/index.html	(from https://inspirastem.com/)
13:05:20	96667/96667	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Jul%202026%2017:05:19%20GMT	https://inspirastem.com/posters/	/home/erick/software/inspirastem_ws/inspirastem.com/posters/index.html	(from https://inspirastem.com/)
13:05:20	59590/59590	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Jul%202026%2017:05:20%20GMT	https://inspirastem.com/track-biologia/	/home/erick/software/inspirastem_ws/inspirastem.com/track-biologia/index.html	(from https://inspirastem.com/)
13:05:22	38065/38065	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Oct%202025%2019:03:08%20GMT	https://inspirastem.com/wp-content/uploads/2025/10/NRAO_logo.png	/home/erick/software/inspirastem_ws/inspirastem.com/wp-content/uploads/2025/10/NRAO_logo.png	(from https://inspirastem.com/)
13:05:22	150079/150079	---M--	200	added ('OK')	image/png	date:Fri,%2019%20Dec%202025%2003:11:25%20GMT	https://inspirastem.com/wp-content/uploads/2025/12/ecop_logo-scaled.png	/home/erick/software/inspirastem_ws/inspirastem.com/wp-content/uploads/2025/12/ecop_logo-scaled.png	(from https://inspirastem.com/)
13:05:23	55454/55454	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Oct%202025%2019:00:37%20GMT	https://inspirastem.com/wp-content/uploads/2025/10/university-of-dundee-seeklogo.png	/home/erick/software/inspirastem_ws/inspirastem.com/wp-content/uploads/2025/10/university-of-dundee-seeklogo.png	(from https://inspirastem.com/)
13:05:25	96870/96870	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Oct%202025%2019:09:20%20GMT	https://inspirastem.com/wp-content/uploads/2025/10/Tennessee_logo-1.png	/home/erick/software/inspirastem_ws/inspirastem.com/wp-content/uploads/2025/10/Tennessee_logo-1.png	(from https://inspirastem.com/)
13:05:25	31369/31369	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Mar%202026%2018:37:20%20GMT	https://inspirastem.com/wp-content/uploads/2026/03/kms-1024x531.jpeg	/home/erick/software/inspirastem_ws/inspirastem.com/wp-content/uploads/2026/03/kms-1024x531.jpg	(from https://inspirastem.com/)
13:05:27	94035/94035	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Dec%202025%2020:17:38%20GMT	https://inspirastem.com/wp-content/uploads/2025/12/Ae-Patty-Ortiz1-819x1024.jpg	/home/erick/software/inspirastem_ws/inspirastem.com/wp-content/uploads/2025/12/Ae-Patty-Ortiz1-819x1024.jpg	(from https://inspirastem.com/)
13:05:28	107719/107719	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Dec%202025%2020:17:28%20GMT	https://inspirastem.com/wp-content/uploads/2025/12/BM-Andrea-Herrera1-819x1024.jpg	/home/erick/software/inspirastem_ws/inspirastem.com/wp-content/uploads/2025/12/BM-Andrea-Herrera1-819x1024.jpg	(from https://inspirastem.com/)
13:05:29	94272/94272	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Dec%202025%2020:17:22%20GMT	https://inspirastem.com/wp-content/uploads/2025/12/E-Francisco-Zelaya1-819x1024.jpg	/home/erick/software/inspirastem_ws/inspirastem.com/wp-content/uploads/2025/12/E-Francisco-Zelaya1-819x1024.jpg	(from https://inspirastem.com/)
13:05:30	103167/103167	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Dec%202025%2020:17:42%20GMT	https://inspirastem.com/wp-content/uploads/2025/12/G-Rafael-Salazar1-819x1024.jpg	/home/erick/software/inspirastem_ws/inspirastem.com/wp-content/uploads/2025/12/G-Rafael-Salazar1-819x1024.jpg	(from https://inspirastem.com/)
13:05:31	90977/90977	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Dec%202025%2020:17:46%20GMT	https://inspirastem.com/wp-content/uploads/2025/12/BQ-Saul-Flores1-819x1024.jpg	/home/erick/software/inspirastem_ws/inspirastem.com/wp-content/uploads/2025/12/BQ-Saul-Flores1-819x1024.jpg	(from https://inspirastem.com/)
13:05:32	102824/102824	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Dec%202025%2020:17:33%20GMT	https://inspirastem.com/wp-content/uploads/2025/12/As-Michael-Sanchez1-819x1024.jpg	/home/erick/software/inspirastem_ws/inspirastem.com/wp-content/uploads/2025/12/As-Michael-Sanchez1-819x1024.jpg	(from https://inspirastem.com/)
13:05:32	61809/61809	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Dec%202025%2003:01:28%20GMT	https://inspirastem.com/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-10-at-16.54.25-819x1024.jpeg	/home/erick/software/inspirastem_ws/inspirastem.com/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-10-at-16.54.25-819x1024.jpg	(from https://inspirastem.com/)
13:05:33	818/818	---M--	200	added ('OK')	text/javascript	date:Fri,%2017%20Jul%202026%2020:30:30%20GMT	https://inspirastem.com/wp-includes/js/dist/dom-ready.min.js?ver=a06281ae5cf5500e9317	/home/erick/software/inspirastem_ws/inspirastem.com/wp-includes/js/dist/dom-ready.min379d.js	(from https://inspirastem.com/)
13:05:34	6581/6581	---M--	200	added ('OK')	text/javascript	date:Tue,%2007%20Jan%202025%2015:14:41%20GMT	https://inspirastem.com/wp-content/plugins/astra-sites/inc/lib/onboarding/assets/dist/template-preview/main.js?ver=06758d4d807d9d22c6ea	/home/erick/software/inspirastem_ws/inspirastem.com/wp-content/plugins/astra-sites/inc/lib/onboarding/assets/dist/template-preview/maina11c.js	(from https://inspirastem.com/)
13:05:35	881/881	---M--	200	added ('OK')	text/javascript	date:Thu,%2009%20Jan%202025%2017:44:35%20GMT	https://inspirastem.com/wp-content/themes/martanda/js/back-to-top.min.js?ver=1.1.3	/home/erick/software/inspirastem_ws/inspirastem.com/wp-content/themes/martanda/js/back-to-top.minc358.js	(from https://inspirastem.com/)
13:05:36	5722/5722	---M--	200	added ('OK')	text/javascript	date:Thu,%2014%20May%202026%2018:33:55%20GMT	https://inspirastem.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=4.0.5	/home/erick/software/inspirastem_ws/inspirastem.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min631d.js	(from https://inspirastem.com/)
13:05:37	50602/50602	---M--	200	added ('OK')	text/javascript	date:Thu,%2014%20May%202026%2018:33:55%20GMT	https://inspirastem.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=4.0.5	/home/erick/software/inspirastem_ws/inspirastem.com/wp-content/plugins/elementor/assets/js/frontend-modules.min631d.js	(from https://inspirastem.com/)
13:05:38	21464/21464	---M--	200	added ('OK')	text/javascript	date:Fri,%2023%20May%202025%2012:22:28%20GMT	https://inspirastem.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	/home/erick/software/inspirastem_ws/inspirastem.com/wp-includes/js/jquery/ui/core.minb37e.js	(from https://inspirastem.com/)
13:05:39	31928/31928	---M--	200	added ('OK')	text/javascript	date:Thu,%2014%20May%202026%2018:33:55%20GMT	https://inspirastem.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=4.0.5	/home/erick/software/inspirastem_ws/inspirastem.com/wp-content/plugins/elementor/assets/js/frontend.min631d.js	(from https://inspirastem.com/)
13:05:40	1499/1499	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Nov%202024%2018:54:38%20GMT	https://inspirastem.com/wp-includes/js/hoverIntent.min.js?ver=1.10.2	/home/erick/software/inspirastem_ws/inspirastem.com/wp-includes/js/hoverIntent.min3e5a.js	(from https://inspirastem.com/)
13:05:41	39897/39897	---M--	200	added ('OK')	text/javascript	date:Wed,%2017%20Dec%202025%2017:14:00%20GMT	https://inspirastem.com/wp-content/plugins/megamenu/js/maxmegamenu.js?ver=3.7	/home/erick/software/inspirastem_ws/inspirastem.com/wp-content/plugins/megamenu/js/maxmegamenuef85.js	(from https://inspirastem.com/)
13:05:42	10920/10920	---M--	200	added ('OK')	font/woff2	date:Tue,%2003%20Sep%202024%2018:56:25%20GMT	https://inspirastem.com/wp-content/uploads/useanyfont/8873NTBrickSans.woff2	/home/erick/software/inspirastem_ws/inspirastem.com/wp-content/uploads/useanyfont/8873NTBrickSans.woff2	(from https://inspirastem.com/wp-content/uploads/useanyfont/uaf.css?ver=1736444680)
13:05:43	25048/25048	---M--	200	added ('OK')	font/woff	date:Tue,%2003%20Sep%202024%2018:56:26%20GMT	https://inspirastem.com/wp-content/uploads/useanyfont/8873NTBrickSans.woff	/home/erick/software/inspirastem_ws/inspirastem.com/wp-content/uploads/useanyfont/8873NTBrickSans.woff	(from https://inspirastem.com/wp-content/uploads/useanyfont/uaf.css?ver=1736444680)
13:05:44	56564/56564	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2019%20Nov%202024%2018:54:37%20GMT	https://inspirastem.com/wp-includes/fonts/dashicons.eot?99ac726223c749443b642ce33df8b800	/home/erick/software/inspirastem_ws/inspirastem.com/wp-includes/fonts/dashicons7d4b.eot	(from https://inspirastem.com/wp-includes/css/dashicons.min.css?ver=7.0.2)
13:05:45	56392/56392	---M--	200	added ('OK')	font/ttf	date:Tue,%2019%20Nov%202024%2018:54:37%20GMT	https://inspirastem.com/wp-includes/fonts/dashicons.ttf?99ac726223c749443b642ce33df8b800	/home/erick/software/inspirastem_ws/inspirastem.com/wp-includes/fonts/dashicons7d4b.ttf	(from https://inspirastem.com/wp-includes/css/dashicons.min.css?ver=7.0.2)
